코드,제형,주성분명칭,분류번호,투여,함량,단위
D26000ATB,TB,ascorbic acid,319,내복,0.10105,g
D26000ATB,TB,choline bitartrate,319,내복,50,mg
D26000ATB,TB,cholecalciferol granule (as vitamin D),319,내복,400,I.U
D26000ATB,TB,calcium pantothenate,319,내복,30,mg
D26000ATB,TB,folic acid,319,내복,0.4,mg
D26000ATB,TB,pyridoxine hydrochloride,319,내복,50,mg
D26100ATB,TB,γ-oryzanol,319,내복,5,mg
D26100ATB,TB,nicotinamide,319,내복,15,mg
D26100ATB,TB,retinol palmitate granule (as vitamin A 3000I.U),319,내복,6,mg
D26100ATB,TB,riboflavin,319,내복,9,mg
D26100ATB,TB,magnesium oxide,319,내복,0.1658,g
D26100ATB,TB,zinc oxide,319,내복,18.7,mg
D26100ATB,TB,yeast selenium,319,내복,55.56,mg
D26100ATB,TB,cyanocobalamin,319,내복,20,μg
D26100ATB,TB,potassium chloride,319,내복,15.179,mg
D26100ATB,TB,ubidecarenone,319,내복,10,mg
D26100ATB,TB,dibasic calcium phosphate,319,내복,0.3004,g
D26100ATB,TB,ascorbic acid coated,319,내복,93.8,mg
D26100ATB,TB,cholecalciferol granule (as vitamin D),319,내복,400,I.U
D26100ATB,TB,tocopherol acetate (as vitamin E),319,내복,30,I.U
D26100ATB,TB,thiamine nitrate,319,내복,9,mg
D26100ATB,TB,calcium pantothenate,319,내복,30,mg
D26100ATB,TB,folic acid,319,내복,0.5,mg
D26100ATB,TB,ferrous fumarate,319,내복,76.1,mg
D26100ATB,TB,pyridoxine hydrochloride,319,내복,9,mg
D26100ATB,TB,phytonadione,319,내복,60,μg
D26100ATB,TB,manganese sulfate,319,내복,9.225,mg
D26100ATB,TB,d-biotin,319,내복,0.1,mg
D26200CCM,CM,crotamiton,265,외용,50,mg
D26200CCM,CM,enoxolone,265,외용,5,mg
D26200CCM,CM,L-menthol,265,외용,20,mg
D26200CCM,CM,terbinafine hydrochloride,265,외용,10,mg
D26200CCM,CM,urea,265,외용,50,mg
D26300ATB,TB,allium sativum extract(100->1),319,내복,10,mg
D26300ATB,TB,anhydrous dibasic calcium phosphate,319,내복,51,mg
D26300ATB,TB,ascorbic acid coated,319,내복,50,mg
D26300ATB,TB,benfotiamine,319,내복,36.15,mg
D26300ATB,TB,calcium pantothenate,319,내복,20,mg
D26300ATB,TB,cholecalciferol granule,319,내복,20,mg
D26300ATB,TB,choline tartrate,319,내복,30,mg
D26300ATB,TB,cyanocobalamin,319,내복,20,mg
D26300ATB,TB,d-biotin,319,내복,10,μg
D26300ATB,TB,ferrous fumarate,319,내복,6.07,mg
D26300ATB,TB,folic acid,319,내복,0.16,mg
D26300ATB,TB,inositol,319,내복,20,mg
D26300ATB,TB,magnesium oxide,319,내복,24.9,mg
D26300ATB,TB,manganese sulfate,319,내복,6.3,mg
D26300ATB,TB,nicotinamide,319,내복,10,mg
D26300ATB,TB,pyridoxine hydrochloride,319,내복,5,mg
D26300ATB,TB,riboflavin,319,내복,10,mg
D26300ATB,TB,selenium in dried yeast,319,내복,20,mg
D26300ATB,TB,tocopherol acetate,319,내복,20,mg
D26300ATB,TB,ubidecarenone,319,내복,5,mg
D26300ATB,TB,ursodeoxycholic acid,319,내복,5,mg
D26300ATB,TB,zinc oxide,319,내복,6.25,mg
D26300ATB,TB,β-carotene 30% suspension,319,내복,10,mg
D26300ATB,TB,γ-oryzanol,319,내복,5,mg
D26400ATB,TB,ascorbic acid gr. 97%,319,내복,"1,030.9",mg
D26400ATB,TB,Nicotinamide,319,내복,22,mg
D26400ATB,TB,Pyridoxine Hydrochloride,319,내복,5,mg
D26400ATB,TB,Riboflavin,319,내복,1.7,mg
D26400ATB,TB,tocopherol acetate,319,내복,60,mg
D26500ATB,TB,calcium pantothenate,319,내복,15,mg
D26500ATB,TB,choline tartrate,319,내복,20,mg
D26500ATB,TB,cyanocobalamin,319,내복,20,mg
D26500ATB,TB,fursultiamine,319,내복,60,mg
D26500ATB,TB,inositol,319,내복,20,mg
D26500ATB,TB,nicotinamide,319,내복,60,mg
D26500ATB,TB,pyridoxine hydrochloride,319,내복,25,mg
D26500ATB,TB,riboflavin butyrate,319,내복,6,mg
D26500ATB,TB,sodium chondrotin sulfate,319,내복,0.6,g
D26500ATB,TB,γ-oryzanol,319,내복,5,mg
D26600ACS,CS,magnessium oxide,315,내복,0.25,g
D26600ACS,CS,selenium in dried yeast,315,내복,20,mg
D26600ACS,CS,tocopherol acetate,315,내복,0.5,g
D26700ACS,CS,Acetaminophen,114,내복,100,mg
D26700ACS,CS,Caffeine,114,내복,25,mg
D26700ACS,CS,Ephedrine Hydrochloride,114,내복,12.5,mg
D26800CSI,SI,Chlorpheniramine Maleate,132,외용,2.5,mg
D26800CSI,SI,Dipotassium Glycyrrhizinate,132,외용,3,mg
D26800CSI,SI,Naphazoline Hydrochloride,132,외용,0.5,mg
D27000ACS,CS,anhydrous dibasic calcium phosphate,319,내복,0.102,g
D27000ACS,CS,ascorbic acid,319,내복,0.15,g
D27000ACS,CS,biotin,319,내복,20,μg
D27000ACS,CS,calcium pantothenate,319,내복,30,mg
D27000ACS,CS,cholecalciferol concentrated powder (as vitamin D),319,내복,1,KI.U
D27000ACS,CS,cupric oxide,319,내복,1,mg
D27000ACS,CS,cyanocobalamin,319,내복,2.5,mg
D27000ACS,CS,ferrous fumarate,319,내복,31.4,mg
D27000ACS,CS,folic acid,319,내복,0.3,mg
D27000ACS,CS,magnesium oxide,319,내복,10,mg
D27000ACS,CS,manganese sulfate,319,내복,4,mg
D27000ACS,CS,nicotinamide,319,내복,15,mg
D27000ACS,CS,phytonadione 5%,319,내복,1.1,mg
D27000ACS,CS,pyridoxine hydrochloride,319,내복,12,mg
D27000ACS,CS,retinol palmitate,319,내복,1.177,mg
D27000ACS,CS,riboflavin,319,내복,12,mg
D27000ACS,CS,selenium in dried yeast,319,내복,50,μg
D27000ACS,CS,thiamine nitrate,319,내복,12,mg
D27000ACS,CS,tocopherol acetate,319,내복,0.1,g
D27000ACS,CS,ursodeoxycholic acid,319,내복,5,mg
D27000ACS,CS,zinc oxide,319,내복,6.2,mg
D27100ACS,CS,acetaminophen,114,내복,0.2,g/정(야간용)
D27100ACS,CS,acetaminophen,114,내복,0.2,g/정(주간용)
D27100ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg/정(야간용)
D27100ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg/정(주간용)
D27100ACS,CS,diphenhydramine hydrochloride,114,내복,20,mg/정(야간용)
D27100ACS,CS,dl-methylephedrine hydrochloride,114,내복,10,mg/정(야간용)
D27100ACS,CS,dl-methylephedrine hydrochloride,114,내복,10,mg/정(주간용)
D27100ACS,CS,guaifenesin,114,내복,40,mg/정(야간용)
D27100ACS,CS,guaifenesin,114,내복,40,mg/정(주간용)
D27100ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg/정(주간용)
D27100ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg/정(야간용)
D27200ACS,CS,acetaminophen,114,내복,0.21,g
D27200ACS,CS,chlorpheniramine maleate,114,내복,1.5,mg
D27200ACS,CS,dextromethorphan hydrobromide,114,내복,9,mg
D27200ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg
D27300ATB,TB,Cyanocobalamin,119,내복,0.5,mg
D27300ATB,TB,cyproheptadine orotate,119,내복,0.75,mg
D27300ATB,TB,dl-carnitine HCl,119,내복,75,mg
D27300ATB,TB,L-Lysine Hydrochloride,119,내복,75,mg
D27400ATB,TB,angelica gigas root ext. powder,319,내복,20,mg
D27400ATB,TB,atractylodes rhizome white ext. powder,319,내복,26,mg
D27400ATB,TB,cnidium rhizome ext. powder,319,내복,10,mg
D27400ATB,TB,cyanocobalamin,319,내복,5,mg
D27400ATB,TB,peony root ext. powder,319,내복,40,mg
D27400ATB,TB,Pyridoxine Hydrochloride,319,내복,5,mg
D27400ATB,TB,red ginseng 30% ethanol dried ext.,319,내복,5,mg
D27400ATB,TB,Riboflavin,319,내복,2,mg
D27400ATB,TB,tocopherol acetate,319,내복,100,mg
D27500ACS,CS,Magnessium Oxide,315,내복,250,mg
D27500ACS,CS,Selenium in Dried Yeast,315,내복,20,mg
D27500ACS,CS,Tocopherol Acetate,315,내복,500,mg
D27600ATB,TB,anhydrous dibasic calcium phosphate,319,내복,86,mg
D27600ATB,TB,cholecalciferol concentrated,319,내복,2,mg
D27600ATB,TB,phytonadione 5%,319,내복,0.5,mg
D27600ATB,TB,pyridoxine hydrochloride,319,내복,1.4,mg
D27600ATB,TB,riboflavin,319,내복,1.5,mg
D27600ATB,TB,thiamine nitrate,319,내복,1.3,mg
D27600ATB,TB,tocopherol acetate,319,내복,10,mg
D27700ATB,TB,Ascorbic Acid,269,내복,50,mg
D27700ATB,TB,Calcium Pantothenate,269,내복,4,mg
D27700ATB,TB,L-Cysteine,269,내복,40,mg
D27700ATB,TB,Pyridoxine Hydrochloride,269,내복,1,mg
D27700ATB,TB,Tranexamic Acid,269,내복,125,mg
D27800AGN,GN,Apricot Kernel,229,내복,1,mg
D27800AGN,GN,Bupleurum Root,229,내복,1,mg
D27800AGN,GN,Citrus Unshiu Peel,229,내복,1.5,mg
D27800AGN,GN,"Clycyrrhiza, Liquorice Root",229,내복,1,mg
D27800AGN,GN,Ephedra Herb,229,내복,2,mg
D27800AGN,GN,Hoelen,229,내복,2.5,mg
D27800AGN,GN,Magnolia Bark,229,내복,1.5,mg
D27800AGN,GN,Perilla Herb,229,내복,1,mg
D27800AGN,GN,Pinellia Tuber,229,내복,3,mg
D27800AGN,GN,ZINGIBERIS RHIZOMA CRUDUS,229,내복,1,mg
D27900ACS,CS,acetaminophen,114,내복,0.2,g
D27900ACS,CS,caffeine anhydrous,114,내복,8.4,mg
D27900ACS,CS,chlorpheniramine maleate,114,내복,1,mg
D27900ACS,CS,dl-methylephedrine hydrochloride,114,내복,10,mg
D28000ACS,CS,acetaminophen,114,내복,0.325,g
D28000ACS,CS,chlorpheniramine maleate,114,내복,2,mg
D28000ACS,CS,cloperastine hydrochloride,114,내복,10,mg
D28000ACS,CS,dl-methylephedrine hydrochloride,114,내복,13,mg
D28000ACS,CS,guaifenesin,114,내복,45,mg
D28100ACS,CS,acetaminophen,114,내복,0.325,g
D28100ACS,CS,chlorpheniramine maleate,114,내복,2,mg
D28100ACS,CS,cloperastine hydrochloride,114,내복,10,mg
D28100ACS,CS,guaifenesin,114,내복,45,mg
D28100ACS,CS,pseudoephedrine hydrochloride,114,내복,20,mg
D28200ACS,CS,acetaminophen,114,내복,0.325,g
D28200ACS,CS,chlorpheniramine maleate,114,내복,2,mg
D28200ACS,CS,pseudoephedrine hydrochloride,114,내복,20,mg
D28300ACH,CH,갈근탕엑스(10→1),114,내복,83.4,mg
D28300ACH,CH,Acetaminophen,114,내복,150,mg
D28300ACH,CH,Ascorbic Acid,114,내복,15.63,mg
D28300ACH,CH,Caffeine,114,내복,15,mg
D28300ACH,CH,Chlorpheniramine Maleate,114,내복,1.25,mg
D28300ACH,CH,Cloperastine Hydrochloride,114,내복,6,mg
D28300ACH,CH,dl-Methylephedrine,114,내복,6.25,mg
D28300ACH,CH,lysozyme HCl,114,내복,10,mg
D28300ACH,CH,Riboflavin,114,내복,2,mg
D28300ACH,CH,Thiamine Nitrate,114,내복,4,mg
D28400CCM,CM,Acyclovir,269,외용,50,mg
D28400CCM,CM,Hydrocortisone,269,외용,10,mg
D28500ACS,CS,acetaminophen,114,내복,0.25,g
D28500ACS,CS,chlorpheniramine maleate,114,내복,2,mg
D28500ACS,CS,pseudoephedrine hydrochloride,114,내복,20,mg
D28600APD,PD,vitamin A synthetic powder,319,내복,4,mg
D28600APD,PD,anhydrous dibasic calcium phosphate,319,내복,26.35,mg
D28600APD,PD,ascorbic acid,319,내복,12.5,mg
D28600APD,PD,calcium pantothenate,319,내복,1.25,mg
D28600APD,PD,cholecalciferol granule,319,내복,1.25,mg
D28600APD,PD,cyanocobalamin,319,내복,25,mg
D28600APD,PD,folic acid,319,내복,0.04,mg
D28600APD,PD,inositol,319,내복,12.5,mg
D28600APD,PD,magnesium glycerophosphate,319,내복,5,mg
D28600APD,PD,magnesium oxide,319,내복,0.5,mg
D28600APD,PD,nicotinamide,319,내복,2.7,mg
D28600APD,PD,orotic acid monohydrate,319,내복,5,mg
D28600APD,PD,pyridoxine hydrochloride,319,내복,0.68,mg
D28600APD,PD,riboflavin,319,내복,0.4,mg
D28600APD,PD,thiamine hydrochloride,319,내복,1.25,mg
D28600APD,PD,tocopherol acetate,319,내복,5,mg
D28600APD,PD,zinc oxide,319,내복,2.07,mg
D28700ACS,CS,Chlorpheniramine Maleate,222,내복,3,mg
D28700ACS,CS,Dextromethorphan Hydrobromide Hydrate,222,내복,10,mg
D28700ACS,CS,dl-Methylephedrine,222,내복,13,mg
D28700ACS,CS,Guaifenesin,222,내복,50,mg
D28800ACS,CS,acetaminophen,114,내복,0.25,g
D28800ACS,CS,chlorpheniramine maleate,114,내복,2,mg
D28800ACS,CS,dextromethorphan hydrobromide,114,내복,12,mg
D28800ACS,CS,guaifenesin,114,내복,60,mg
D28800ACS,CS,pseudoephedrine hydrochloride,114,내복,20,mg
D29000ACS,CS,Acetaminophen,114,내복,325,mg
D29000ACS,CS,Chlorpheniramine Maleate,114,내복,2,mg
D29000ACS,CS,Pseudoephedrine Hydrochloride,114,내복,20,mg
D29100ACS,CS,Acetaminophen,114,내복,325,mg
D29100ACS,CS,Chlorpheniramine Maleate,114,내복,2,mg
D29100ACS,CS,Cloperastine Hydrochloride,114,내복,10,mg
D29100ACS,CS,dl-Methylephedrine,114,내복,13,mg
D29100ACS,CS,Guaifenesin,114,내복,45,mg
D29200ACS,CS,Acetaminophen,114,내복,325,mg
D29200ACS,CS,Chlorpheniramine Maleate,114,내복,2,mg
D29200ACS,CS,Cloperastine Hydrochloride,114,내복,10,mg
D29200ACS,CS,Guaifenesin,114,내복,45,mg
D29200ACS,CS,Pseudoephedrine Hydrochloride,114,내복,20,mg
D29300AGN,GN,acetaminophen,114,내복,0.2,g
D29300AGN,GN,ascorbic acid,114,내복,0.1,g
D29300AGN,GN,ethenzamide,114,내복,0.1,g
D29300AGN,GN,riboflavin,114,내복,4,mg
D29300AGN,GN,갈근탕엑스(10→1),114,내복,0.25,g
D29400ACS,CS,ascorbic acid,319,내복,5,g
D29400ACS,CS,retinol palmitate,319,내복,2,KI.U
D29400ACS,CS,selenium in dried yeast,319,내복,92.6,mg
D29400ACS,CS,tocopherol acetate,319,내복,4,g
D29500ACH,CH,acetaminophen,114,내복,0.15,g
D29500ACH,CH,caffeine hydrate,114,내복,25,mg
D29500ACH,CH,ethenzamide,114,내복,0.225,g
D29500ACH,CH,glycyrrhiza ext. powder,114,내복,45,mg
D29500ACH,CH,peony root ext. powder,114,내복,45,mg
D29600ATB,TB,dl-Methylephedrine,222,내복,6.25,mg
D29600ATB,TB,glycyrrhizae radix powder,222,내복,23,mg
D29600ATB,TB,Guaifenesin,222,내복,50,mg
D29600ATB,TB,platycodon root ext. powder,222,내복,29,mg
D29600ATB,TB,raw ginger ext. powder,222,내복,3,mg
D29600ATB,TB,theophylline anhydrous,222,내복,50,mg
D29600ATB,TB,trichosanthes seed ext. powder,222,내복,4,mg
D29700ACS,CS,Chlorpheniramine Maleate,222,내복,3,mg
D29700ACS,CS,Dextromethorphan Hydrobromide Hydrate,222,내복,15,mg
D29700ACS,CS,Guaifenesin,222,내복,70,mg
D29700ACS,CS,Trimetoquinol Hydrochloride Hydrate,222,내복,1.5,mg
D29801ACS,CS,Titrated Ext. of the Unsaponifiable Fraction of Zea Mays L.,231,내복,35,mg
D29900ACS,CS,Ascorbic Acid,316,내복,300,mg
D29900ACS,CS,Calcium Pantothenate,316,내복,15,mg
D29900ACS,CS,Choline Bitartrate,316,내복,25,mg
D29900ACS,CS,Cyanocobalamin,316,내복,6,mg
D29900ACS,CS,Folic Acid,316,내복,0.2,mg
D29900ACS,CS,Inositol,316,내복,25,mg
D29900ACS,CS,Nicotinamide,316,내복,50,mg
D29900ACS,CS,Pyridoxine Hydrochloride,316,내복,10,mg
D29900ACS,CS,Riboflavin,316,내복,7.5,mg
D29900ACS,CS,Thiamine Nitrate,316,내복,15,mg
D29900ACS,CS,Tocopherol Acetate,316,내복,15,mg
D29900ACS,CS,Zinc Oxide,316,내복,25,mg
D30000CSI,SI,Xylometazoline,132,외용,1,mg
D30000CSI,SI,Xylometazoline,132,외용,1,mg
D30101CCM,CM,Tyrothricin,629,외용,1,mg
D30200ATB,TB,aloe leaf dried ext.,238,내복,100,mg
D30200ATB,TB,magnesium hydroxide,238,내복,500,mg
D30200ATB,TB,enterococcus faecalis f-100,238,내복,5,mg
D30200ATB,TB,ursodeoxycholic acid,238,내복,10,mg
D30300ATB,TB,ascorbic acid granule 97%,316,내복,0.6186,g
D30300ATB,TB,Biotin,316,내복,45,μg
D30300ATB,TB,Cyanocobalamin,316,내복,12,μg
D30300ATB,TB,Folic Acid,316,내복,0.4,mg
D30300ATB,TB,nicotinamide,316,내복,0.1,g
D30300ATB,TB,Pyridoxine Hydrochloride,316,내복,5,mg
D30300ATB,TB,Riboflavin,316,내복,15,mg
D30300ATB,TB,Thiamine Nitrate,316,내복,15,mg
D30300ATB,TB,tocopherol acetate,316,내복,60,mg
D30400ACS,CS,Cyanocobalamin,391,내복,0.006,mg
D30400ACS,CS,EPL Liquidum Na,391,내복,600,mg
D30400ACS,CS,Nicotinamide,391,내복,30,mg
D30400ACS,CS,Pyridoxine Hydrochloride,391,내복,6,mg
D30400ACS,CS,Riboflavin,391,내복,6,mg
D30400ACS,CS,Thiamine Nitrate,391,내복,6,mg
D30400ACS,CS,Tocopherol Acetate,391,내복,6,mg
D30500AGN,GN,Benfotiamine,233,내복,8.3333,mg
D30500AGN,GN,Dried Aluminum Hydroxy Gel,233,내복,150,mg
D30500AGN,GN,Ginger Powder,233,내복,16.6667,mg
D30500AGN,GN,Ginseng Ethanol Dry Ext.(14.5→1),233,내복,6.6667,mg
D30500AGN,GN,Glyncyrrhiza,233,내복,25,mg
D30500AGN,GN,Hydrotalcite Synthetic,233,내복,150,mg
D30500AGN,GN,magnesium hydroxide,233,내복,108.3333,mg
D30500AGN,GN,Methylmethionine,233,내복,10,mg
D30500AGN,GN,Powdered Clove,233,내복,16.6667,mg
D30500AGN,GN,Powdered Curcuma Root,233,내복,100,mg
D30500AGN,GN,Powdered Fennel,233,내복,66.6667,mg
D30600ATB,TB,Atractylodes Rhizome Dried Ext.,233,내복,8.3333,mg
D30600ATB,TB,Biodiastase 2000,233,내복,4,mg
D30600ATB,TB,Lipase AP12,233,내복,2.5,mg
D30600ATB,TB,magnesium hydroxide,233,내복,16.6667,mg
D30600ATB,TB,Methylmethionine Sulfonium Chloride,233,내복,25,mg
D30600ATB,TB,Precipitated Calcium Carbonate,233,내복,200,mg
D30600ATB,TB,Scopolia Extract Powder,233,내복,15,mg
D30600ATB,TB,Sodium Bicarbonate,233,내복,150,mg
D30600ATB,TB,Swertia,233,내복,5,mg
D30700ACS,CS,Acetaminophen,114,내복,325,mg
D30700ACS,CS,Chlorpheniramine Maleate,114,내복,2,mg
D30700ACS,CS,Cloperastine Hydrochloride,114,내복,10,mg
D30700ACS,CS,dl-Methylephedrine,114,내복,13,mg
D30700ACS,CS,Guaifenesin,114,내복,45,mg
D30800ACS,CS,Acetaminophen,114,내복,325,mg
D30800ACS,CS,Chlorpheniramine Maleate,114,내복,2,mg
D30800ACS,CS,Pseudoephedrine Hydrochloride,114,내복,20,mg
D30900ACS,CS,Acetaminophen,114,내복,325,mg
D30900ACS,CS,Chlorpheniramine Maleate,114,내복,2,mg
D30900ACS,CS,Cloperastine Hydrochloride,114,내복,10,mg
D30900ACS,CS,Guaifenesin,114,내복,45,mg
D30900ACS,CS,Pseudoephedrine Hydrochloride,114,내복,20,mg
D31001CCM,CM,Hydrous Benzoyl Peroxide,265,외용,35,mg
D32000ATB,TB,ascorbic acid granule 97%,319,내복,0.1545,g
D32000ATB,TB,calcium carbonate,319,내복,0.25,g
D32000ATB,TB,Calcium pantothenate,319,내복,20,mg
D32000ATB,TB,cholecalciferol concentrated granule,319,내복,5,mg
D32000ATB,TB,Cyanocobalamin,319,내복,0.1,mg
D32000ATB,TB,Folic Acid,319,내복,0.1,mg
D32000ATB,TB,Fursultiamine,319,내복,20,mg
D32000ATB,TB,Magnessium Oxide,319,내복,82.92,mg
D32000ATB,TB,Pyridoxine Hydrochloride,319,내복,5,mg
D32000ATB,TB,Riboflavin,319,내복,20,mg
D32000ATB,TB,Zinc Oxide,319,내복,6.23,mg
D32100ACH,CH,Acetaminophen,114,내복,120,mg
D32100ACH,CH,Chlorpheniramine Maleate,114,내복,1.25,mg
D32100ACH,CH,Coptis Rhizome Ext. Powder,114,내복,21,mg
D32100ACH,CH,Dextromethorphan Hydrobromide Hydrate,114,내복,7.5,mg
D32100ACH,CH,Ethenzamide,114,내복,100,mg
D32100ACH,CH,Lysozyme Chloride,114,내복,10,mg
D32100ACH,CH,Platycodon Root Ext. Powder,114,내복,54,mg
D32200ATB,TB,Acetaminophen,114,내복,200,mg
D32200ATB,TB,Caffeine,114,내복,25,mg
D32200ATB,TB,Ephedrine Hydrochloride,114,내복,25,mg
D32300ACH,CH,Acetaminophen,114,내복,200,mg
D32300ACH,CH,Caffeine,114,내복,17,mg
D32300ACH,CH,Chlorpheniramine Maleate,114,내복,1.25,mg
D32300ACH,CH,Dextromethorphan Hydrobromide,114,내복,7.5,mg
D32300ACH,CH,dl-Methylephedrine,114,내복,10,mg
D32300ACH,CH,Guaifenesin,114,내복,40,mg
D32300ACH,CH,Lysozyme Chloride,114,내복,10,mg
D32400ACH,CH,Caffeine,141,내복,50,mg
D32400ACH,CH,chlorpheniramine maleate,141,내복,4,mg
D32400ACH,CH,dl-methylephedrine,141,내복,35,mg
D32400ACH,CH,lysozyme chloride,141,내복,30,mg
D32400ACH,CH,phenyleprine hydrochloride,141,내복,10,mg
D32500ATB,TB,calcium citrate hydrate,311,내복,0.38,g
D32500ATB,TB,cholecalciferol granule,311,내복,5,mg
D32500ATB,TB,magnesium lactate,311,내복,0.47,g
D32500ATB,TB,selenium in dried yeast,311,내복,15.15,mg
D32500ATB,TB,zinc sulfate hydrate,311,내복,33,mg
D32600ATB,TB,Alginic acid,399,내복,200,mg
D32600ATB,TB,Carboxymethylcellulose Sodium,399,내복,100,mg
D32700ATB,TB,Dried Aluminum Hydroxy Gel,234,내복,250,mg
D32700ATB,TB,Magnesium Carbonate,234,내복,160,mg
D32800ATB,TB,Alginic acid,399,내복,200,mg
D32800ATB,TB,Carboxymethylcellulose Sodium,399,내복,100,mg
D32900ATB,TB,Magnessium Oxide,234,내복,250,mg
D32900ATB,TB,Precipitated Calcium Carbonate,234,내복,50,mg
D33000ATB,TB,Benfotiamine,319,내복,50,mg
D33000ATB,TB,Choline Bitartrate,319,내복,25,mg
D33000ATB,TB,Inositol,319,내복,15,mg
D33000ATB,TB,Nicotinamide,319,내복,15,mg
D33000ATB,TB,Pyridoxine Hydrochloride,319,내복,25,mg
D33000ATB,TB,Riboflavin,319,내복,15,mg
D33000ATB,TB,Ursodeoxycholic Acid,319,내복,15,mg
D33100ATB,TB,Acetaminophen,114,내복,200,mg
D33100ATB,TB,Caffeine,114,내복,50,mg
D33100ATB,TB,Ephedrine Hydrochloride,114,내복,25,mg
D33200ACH,CH,갈근탕엑스(10→1),114,내복,83.4,mg
D33200ACH,CH,Acetaminophen,114,내복,160,mg
D33200ACH,CH,Ascorbic Acid,114,내복,25,mg
D33200ACH,CH,Chlorpheniramine Maleate,114,내복,1.25,mg
D33200ACH,CH,Dextromethorphan Hydrobromide Hydrate,114,내복,7.5,mg
D33200ACH,CH,Lysozyme Chloride,114,내복,10,mg
D33200ACH,CH,Pseudoephedrine Hydrochloride,114,내복,15,mg
D33200ACH,CH,Riboflavin,114,내복,2,mg
D33200ACH,CH,Thiamine Nitrate,114,내복,4,mg
D33300ATB,TB,Calcium Pantothenate,319,내복,5,mg
D33300ATB,TB,Choline Bitartrate,319,내복,20,mg
D33300ATB,TB,Cyanocobalamin,319,내복,20,mg
D33300ATB,TB,Fursultiamine,319,내복,50,mg
D33300ATB,TB,Inositol,319,내복,10,mg
D33300ATB,TB,Nicotinamide,319,내복,10,mg
D33300ATB,TB,Pyridoxine Hydrochloride,319,내복,10,mg
D33300ATB,TB,Riboflavin Butyrate,319,내복,12,mg
D33300ATB,TB,Sodium Chondrotin Sulfate,319,내복,600,mg
D33300ATB,TB,γ-Oryzanol,319,내복,5,mg
D33400ACS,CS,retinol palmitate,131,내복,2.5,KI.U
D33400ACS,CS,riboflavin sodium phosphate,131,내복,2,mg
D33400ACS,CS,bilberry fruit dried ext. 3%,131,내복,20,mg
D33400ACS,CS,bilberry fruit dried powder,131,내복,40,mg
D33500ATB,TB,caffeine hydrate,114,내복,25,mg
D33500ATB,TB,chlorzoxazone,114,내복,0.15,g
D33500ATB,TB,ethenzamide,114,내복,0.15,g
D33600ATB,TB,Bacillus Polyfermenticus n.sp.,237,내복,83.35,mg
D33600ATB,TB,Thiamine Nitrate,237,내복,3,mg
D33700ATB,TB,Aloe Dried Leaf Ext.(20→1),238,내복,9.5,mg
D33700ATB,TB,Bisacodyl,238,내복,6,mg
D33700ATB,TB,Ursodeoxycholic Acid,238,내복,12,mg
D33800ATE,TE,bromelain,239,내복,50,mg
D33800ATE,TE,pancreatin I,239,내복,0.17,g
D33800ATE,TE,simethicone,239,내복,30,mg
D33900ATB,TB,Dried Aluminum Hydroxy Gel,234,내복,160,mg
D33900ATB,TB,Magnesium Silicate,234,내복,60,mg
D34000ATB,TB,Cyanocobalamin,313,내복,500,㎍
D34000ATB,TB,Folic Acid,313,내복,250,㎍
D34000ATB,TB,Pyridoxine Hydrochloride,313,내복,50,mg
D34100ATB,TB,Acetaminophen,114,내복,200,mg
D34100ATB,TB,Caffeine,114,내복,25,mg
